Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
France,FRA,2022,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,55.4025319421019
France,FRA,2021,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,56.0032362432707
France,FRA,2020,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,57.3662777164064
France,FRA,2019,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,53.7448751114905
France,FRA,2018,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,54.1858684929133
France,FRA,2017,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,54.2840498517476
France,FRA,2016,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,55.897275609627
France,FRA,2015,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,57.6916211143501
France,FRA,2014,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,53.7367423848164
France,FRA,2013,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,51.7494946467012
France,FRA,2012,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,51.7867915017589
France,FRA,2011,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,48.4274935125491
France,FRA,2010,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,50.1090203736815
France,FRA,2009,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,52.2094812751729
France,FRA,2008,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,49.1094176125042
France,FRA,2007,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,48.1287966674383
France,FRA,2006,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,47.413074224991
France,FRA,2005,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,46.4007398426419
France,FRA,2004,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,45.2128118937941
France,FRA,2003,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,44.8513396478639
France,FRA,2002,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,44.796809055521
France,FRA,2001,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,42.8941930408548
France,FRA,2000,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,41.8257626149087
France,FRA,1999,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,38.4143886075488
France,FRA,1998,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,44.3438626507046
France,FRA,1997,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,44.0595167271526
France,FRA,1996,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,44.561501758584
France,FRA,1995,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,44.3017637192514
France,FRA,1994,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,44.4236865406486
France,FRA,1993,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.6484688722424
France,FRA,1992,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.8409125845946
France,FRA,1991,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,35.0615683095006
France,FRA,1990,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.824083455526
France,FRA,1989,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,34.3770001539887
France,FRA,1988,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,39.6664913225102
France,FRA,1987,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,47.4375573236923
France,FRA,1986,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,47.9900543772346
France,FRA,1985,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,48.55570414339
France,FRA,1984,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,48.439987895845
France,FRA,1983,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,47.6687475380246
France,FRA,1982,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,44.2274819838825
France,FRA,1981,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,49.4164663586281
France,FRA,1980,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,50.0300633819021
France,FRA,1979,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,48.1165613262481
France,FRA,1978,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,46.8807334038784
France,FRA,1977,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,45.0672299703387
France,FRA,1976,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,43.3051858415019
France,FRA,1975,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,42.1050433285674
France,FRA,2023,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1099187609720.55
France,FRA,2022,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1102655769490.92
France,FRA,2021,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,963998746359.092
France,FRA,2020,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,799147222533.728
France,FRA,2019,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,916213840817.624
France,FRA,2018,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,947879844307.575
France,FRA,2017,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,858197178289.029
France,FRA,2016,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,793619323216.981
France,FRA,2015,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,787378184459.131
France,FRA,2014,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,889731847418.981
France,FRA,2013,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,867174797835.483
France,FRA,2012,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,833079661254.391
France,FRA,2011,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,880374278217.06
France,FRA,2010,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,752868287730.483
France,FRA,2009,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,698019165338.648
France,FRA,2008,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,869276966027.989
France,FRA,2007,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,759613438548.507
France,FRA,2006,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,658695590245.714
France,FRA,2005,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,593171066049.779
France,FRA,2004,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,542250394117.501
France,FRA,2003,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,461568151466.489
France,FRA,2002,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,391097799391.068
France,FRA,2001,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,373930489484.206
France,FRA,2000,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,377318221427.867
France,FRA,1999,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,365258177867.58
France,FRA,1998,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,345812275120.747
France,FRA,1997,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,323336263049.783
France,FRA,1996,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,334186085746.715
France,FRA,1995,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,333745840205.57
France,FRA,1994,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,281236008891.216
France,FRA,1993,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,261063970052.491
France,FRA,1992,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,297718049908.214
France,FRA,1991,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,282575909682.878
France,FRA,1990,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,283183467768.019
France,FRA,1989,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,228723364498.544
France,FRA,1988,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,212641715745.758
France,FRA,1987,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,190836783005.423
France,FRA,1986,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,154895407887.587
France,FRA,1985,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,127656201779.827
France,FRA,1984,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,122977316105.696
France,FRA,1983,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,125042194322.534
France,FRA,1982,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,136070854467.591
France,FRA,1981,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,145119159555.688
France,FRA,1980,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,154336085741.362
France,FRA,1979,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,123951671475.578
France,FRA,1978,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,95884567404.5668
France,FRA,1977,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,82526518878.3846
France,FRA,1976,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,74122519519.3667
France,FRA,1975,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,63023737217.9306
France,FRA,2023,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,8.26223597864564
France,FRA,2022,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,7.60775258581145
France,FRA,2021,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,8.67699849577543
France,FRA,2020,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,7.76582974041574
France,FRA,2019,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.55648771767145
France,FRA,2018,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.58209822790514
France,FRA,2017,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.37654738377743
France,FRA,2016,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.30896616004868
France,FRA,2015,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.32717703927818
France,FRA,2014,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.47144039502149
France,FRA,2013,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,7.05330285786977
France,FRA,2012,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.31444102789954
France,FRA,2011,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.85297369204588
France,FRA,2010,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.32486128883531
France,FRA,2009,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.90254911485054
France,FRA,2008,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.42933611929202
France,FRA,2007,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.95374480041208
France,FRA,2006,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.72281616842003
France,FRA,2005,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.11637163753932
France,FRA,2004,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.62668803841787
France,FRA,2003,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.03286077587156
France,FRA,2002,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.91572111417722
France,FRA,2001,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.37658818756777
France,FRA,2000,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.7320038111961
France,FRA,1999,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.86463190967714
France,FRA,1998,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.96880864998532
France,FRA,1997,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.94647104923448
France,FRA,1996,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.37732138260972
France,FRA,1995,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.2544731460978
France,FRA,1994,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.43397788362636
France,FRA,1993,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,21.506605834258
France,FRA,1992,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,28.1841165758665
France,FRA,1991,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,18.0195771568882
France,FRA,1990,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,18.329354418349
France,FRA,1989,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,14.7251554629606
France,FRA,1988,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,11.9706558319785
France,FRA,1987,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,7.02868466345923
France,FRA,1986,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.90503686924495
France,FRA,1985,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.95597158052171
France,FRA,1984,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.64778758020425
France,FRA,1983,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.16915273583349
France,FRA,1982,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.34504787700974
France,FRA,1981,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.40552662177273
France,FRA,1980,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.61948006544204
France,FRA,1979,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.70658279599102
France,FRA,1978,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.94524557011793
France,FRA,1977,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.79086108483189
France,FRA,1976,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.61885288745842
France,FRA,1975,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.3733758445689
France,FRA,2023,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,762008361070.801
France,FRA,2022,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,800673821854.395
France,FRA,2021,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,688159183262.338
France,FRA,2020,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,556717028350.037
France,FRA,2019,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,628129522010.093
France,FRA,2018,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,651461077222.71
France,FRA,2017,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,592595631885.787
France,FRA,2016,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,539073768855.369
France,FRA,2015,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,542664094923.771
France,FRA,2014,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,641702377767.017
France,FRA,2013,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,644764061790.955
France,FRA,2012,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,630559252042.642
France,FRA,2011,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,677235289283.567
France,FRA,2010,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,571216367943.959
France,FRA,2009,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,521721889649.53
France,FRA,2008,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,674378689508.55
France,FRA,2007,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,590215248762.983
France,FRA,2006,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,512355415115.889
France,FRA,2005,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,458877283943.667
France,FRA,2004,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,416599660523.229
France,FRA,2003,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,351871892648.256
France,FRA,2002,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,296257957104.457
France,FRA,2001,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,286747991811.609
France,FRA,2000,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,292717395729.507
France,FRA,1999,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,274085156059.965
France,FRA,1998,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,270882074435.027
France,FRA,1997,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,252787706849.041
France,FRA,1996,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,259050856526.745
France,FRA,1995,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,259192459649.416
France,FRA,1994,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,217651248732.264
France,FRA,1993,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,190559301735.497
France,FRA,1992,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,223990127564.386
France,FRA,1991,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,217717028634.201
France,FRA,1990,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,220788607417.249
France,FRA,1989,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,181685851367.618
France,FRA,1988,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,168730613009.397
France,FRA,1987,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,150325116343.137
France,FRA,1986,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,121441233002.912
France,FRA,1985,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,101202714229.981
France,FRA,1984,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,96865133253.7943
France,FRA,1983,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,98460233618.3067
France,FRA,1982,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,107289220688.576
France,FRA,1981,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,110843058281.043
France,FRA,1980,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,120933804530.608
France,FRA,1979,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,97504597315.2159
France,FRA,1978,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,74454406388.0736
France,FRA,1977,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,64584458613.8064
France,FRA,1976,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,58632426381.3215
France,FRA,1975,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,48759792614.0825
France,FRA,2023,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,331499326564.219
France,FRA,2022,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,291815676250.166
France,FRA,2021,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,268858121371.876
France,FRA,2020,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,237646239004.518
France,FRA,2019,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,273424787756.439
France,FRA,2018,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,280354080952.614
France,FRA,2017,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,252962500317.974
France,FRA,2016,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,242109863613.579
France,FRA,2015,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,236129139840.355
France,FRA,2014,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,256762994631.843
France,FRA,2013,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,230341594169.106
France,FRA,2012,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,202520409211.748
France,FRA,2011,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,203138988933.494
France,FRA,2010,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,181651919786.525
France,FRA,2009,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,176297275689.118
France,FRA,2008,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,194898276519.438
France,FRA,2007,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,169398189785.525
France,FRA,2006,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,146340175129.825
France,FRA,2005,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,134293782106.113
France,FRA,2004,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,125650733594.271
France,FRA,2003,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,109696258818.232
France,FRA,2002,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,94839842286.6104
France,FRA,2001,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,87182497672.5976
France,FRA,2000,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,84600825698.3598
France,FRA,1999,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,91173021807.6145
France,FRA,1998,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,74930200685.7202
France,FRA,1997,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,70548556200.7415
France,FRA,1996,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,75135229219.9702
France,FRA,1995,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,74553380556.1536
France,FRA,1994,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,63584760158.9521
France,FRA,1993,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,70504668316.9937
